source,target
132658,18522
132664,18522
132669,18522
132674,18522
132681,18522
132686,18522
132691,18522
132696,43808
132701,6889
132707,34548
132712,34548
132717,34548
132722,34548
132727,34548
132731,18522
132737,18522
132742,18522
132747,4764461
132752,6889
132757,160668
132762,91951
132767,91951
132772,91951
132777,6889
132783,752
132789,72760
132796,128608
132801,57070
132809,34558
132814,6889
132819,6889
132824,88945
132829,88945
132835,88945
132840,88945
132845,88945
132852,88945
132858,21809
132863,88945
132868,88945
132876,46950
132882,128608
132887,6889
132892,6889
132897,6889
132903,6889
132908,6889
132913,6889
132918,6889
132923,6889
132928,6889
132933,25166581
132938,25166581
132944,91946
132949,91946
132954,91946
132959,56120
132964,56120
132969,56120
132974,56120
132980,56120
132985,56120
132990,91945
132995,91945
133000,91945
133007,91945
133013,56120
133018,91944
133025,91944
133030,91944
133035,91944
133041,91944
133046,91944
133054,91944
133059,91944
133065,3225498
133070,91944
133077,91944
133083,91944
133089,91944
133095,91944
133100,91944
133105,91944
133110,91943
133117,34637
133121,88945
133126,88945
133131,88945
133138,91943
133145,57070
133151,24471
133157,72760
133162,72760
133167,72760
133176,2396
133181,34548
133186,34548
133191,128608
133199,128608
133208,18522
133217,18522
133223,689
133228,689
133233,689
133238,63123
133249,34557
133251,4764461
133264,35816
133269,91941
133274,91941
133280,91941
133285,91941
133290,91940
133296,56120
133301,56120
133306,56120
133312,56120
133317,56120
133322,56120
133329,56120
133334,56120
133339,56120
133345,39316
133351,18522
133356,18522
133363,18522
133368,18522
133373,18522
133378,18522
133383,18522
133388,18522
133392,52135
133399,6889
133404,6889
133409,6889
133415,6889
133420,6889
133426,30511
133432,57070
133437,57070
133442,57070
133449,57070
133454,57070
133459,57070
133467,689
133472,689
133477,689
133483,689
133488,689
133493,689
133499,18522
133504,18522
133509,18522
133514,57070
133519,57070
133524,57070
133529,57070
133534,57070
133539,57070
133544,57070
133549,57070
133554,57070
133559,57070
133564,57070
133569,57070
133574,138483
133579,57070
133584,57070
133591,84596
133597,57070
133602,57070
133607,57070
133612,57070
133617,57070
133622,9316
133628,18522
133633,18522
133638,18522
133643,18522
133648,41906
133654,88945
133659,88945
133664,88945
133669,88945
133675,72760
133680,72760
133685,72760
133690,18522
133695,18522
133701,6889
133707,6889
133712,6889
133717,34548
133721,31045316
133726,57070
133731,57070
133736,57070
133745,57070
133750,57070
133755,57070
133760,57070
133765,57070
133770,57070
133778,57070
133783,57070
133788,57070
133794,57070
133799,57070
133805,57070
133812,88945
133817,18522
133822,18522
133828,6889
133833,6889
133838,6889
133844,6889
133849,6889
133854,6889
133861,6889
133866,6889
133871,6889
133878,6889
133883,6889
133888,6889
133893,6889
133898,6889
133903,6889
133909,6889
133914,6889
133919,6889
133928,6889
133934,689
133939,689
133944,689
133950,689
133955,689
133960,689
133965,689
133971,689
133976,689
133981,689
133986,689
133991,689
133997,6889
134002,6889
134007,6889
134012,6889
134017,6889
134024,6889
134029,6889
134034,6889
134039,6889
134044,34548
134050,5278
134055,128608
134060,128608
134065,128608
134070,128608
134075,128608
134080,128608
134085,128608
134090,128608
134095,128608
134100,128608
134105,128608
134110,128608
134115,128608
134120,128608
134126,128608
134131,128608
134136,128608
134141,128608
134146,128608
134151,128608
134157,128608
134162,128608
134167,128608
134172,128608
134177,128608
134182,128608
134187,128608
134192,128608
134197,128608
134203,128608
134208,128608
134213,128608
134218,128608
134223,128608
134228,128608
134233,80329
134238,88945
134243,88945
134248,88945
134253,88945
134259,6889
134264,6889
134269,6889
134274,6889
134279,6889
134285,6889
134291,6889
134296,6889
134301,6889
134306,689
134311,689
134316,689
134321,689
134326,689
134331,689
134336,689
134341,689
134347,689
134353,689
134358,91910
134363,91909
134368,91909
134373,91907
134379,91906
134384,91906
134389,689
134394,689
134399,689
134404,689
134409,18522
134414,18522
134419,18522
134424,18522
134429,18522
134435,34548
134440,34548
134445,34548
134449,57070
134454,57070
134459,57070
134464,57070
134469,57070
134475,57070
134480,57070
134485,57070
134490,57070
134495,57070
134500,57070
134506,57070
134511,57070
134516,57070
134521,57070
134526,57070
134531,57070
134536,57070
134541,57070
134546,57070
134551,57070
134556,57070
134561,57070
134566,57070
134571,57070
134577,56120
134582,56120
134587,56120
134592,56120
134598,56120
134603,56120
134608,56120
134613,56120
134618,56120
134623,689
134633,689
134638,689
134643,689
134648,689
134653,689
134658,689
134663,689
134669,689
134674,689
134679,689
134684,689
134689,689
134694,689
134699,689
134704,689
134709,689
134714,689
134719,34548
134725,34548
134730,57070
134735,57070
134740,57070
134745,57070
134750,57070
134756,34548
134762,34548
134767,34548
134772,34548
134777,34548
134782,34548
134787,34548
134791,88945
134796,72760
134801,72760
134806,72760
134811,72760
134816,72760
134821,72760
134826,72760
134832,18522
134837,18522
134842,18522
134847,18522
134851,18522
134856,18522
134861,18522
134866,18522
134871,18522
134876,18522
134882,6889
134887,6889
134892,6889
134897,6889
134902,6889
134907,6889
134912,6889
134918,6889
134923,6889
134928,6889
134933,6889
134938,6889
134943,6889
134948,6889
134952,128608
134957,128608
134962,128608
134967,128608
134973,72760
134978,72760
134983,72760
134988,72760
134993,72760
134998,72760
135007,91789
135012,91788
135018,34548
135022,57070
135027,57070
135032,57070
135037,57070
135042,57070
135049,57070
135054,57070
135059,57070
135064,91777
135069,91776
135074,57070
135079,57070
135084,57070
135089,57070
135094,57070
135101,91768
135106,91765
135111,91764
135116,6889
135121,6889
135126,6889
135131,170722
135136,6889
135141,6889
135146,91753
135151,91752
135156,91750
135161,91747
135168,91747
135173,91746
135178,91745
135183,91744
135188,91743
135193,91742
135198,91740
135203,91740
135208,91737
135213,91737
135219,91736
135224,91734
135229,91733
135234,91732
135239,91730
135244,91728
135249,56120
135254,56120
135260,6889
135265,6889
135270,6889
135275,6889
135280,6889
135285,6889
135290,6889
135295,6889
135300,6889
135305,6889
135310,6889
135315,6889
135320,18522
135325,18522
135331,18522
135336,24362139
135341,689
135346,689
135352,34548
135357,34548
135361,57070
135366,57070
135371,57070
135376,57070
135382,57070
135387,57070
135393,91687
135398,91681
135403,57070
135408,57070
135413,57070
135418,57070
135423,57070
135428,57070
135433,72760
135438,72760
135443,72760
135448,72760
135453,72760
135458,72760
135463,72760
135468,72760
135473,72760
135478,72760
135483,72760
135489,128608
135494,128608
135499,128608
135505,128608
135510,128608
135515,128608
135520,128608
135525,150361
135530,18522
135535,18522
135540,18522
135545,18522
135550,18522
135555,56120
135560,56120
135566,56120
135571,56120
135576,56120
135581,56120
135587,56120
135592,56120
135597,56120
135602,56120
135607,56120
135612,56120
135617,56120
135619,5910
135619,43710
135624,91639
135629,91639
135634,91639
135639,91639
135644,91637
135649,91635
135655,91635
135660,91634
135665,6889
135670,6889
135675,6889
135680,6889
135686,689
135691,689
135696,689
135701,689
135706,689
135711,689
135717,689
135722,689
135727,689
135732,689
135737,689
135742,689
135748,689
135753,689
135758,689
135763,689
135768,689
135773,689
135778,689
135783,689
135788,689
135793,689
135798,689
135803,689
135808,689
135814,689
135819,689
135823,5716
135826,91598
135831,91598
135836,91598
135842,91597
135847,91597
135852,91596
135857,91594
135862,91594
135867,91592
135876,689
135881,689
135886,689
135891,689
135896,689
135901,689
135906,689
135911,689
135916,689
135921,689
135926,689
135932,34548
135937,34548
135942,34548
135946,57070
135951,57070
135956,57070
135961,57070
135966,57070
135971,57070
135976,3966054
135980,88945
135985,88945
135990,88945
135996,88945
136001,88945
136006,88945
136011,88945
136016,88945
136021,88945
136026,88945
136031,88945
136036,88945
136042,88945
136047,88945
136052,88945
136058,88945
136063,88945
136068,88945
136073,88945
136078,88945
136083,88945
136089,88945
136094,88945
136099,88945
136104,88945
136109,88945
136114,88945
136122,6889
136127,6889
136132,6889
136137,6889
136142,6889
136147,6889
136152,72760
136157,72760
136162,72760
136167,72760
136172,72760
136177,72760
136182,72760
136187,72760
136192,72760
136197,91541
136202,91541
136207,91540
136212,91539
136217,91539
136222,91538
136227,91538
136232,91536
136237,91535
136242,91535
136247,91534
136252,91531
136257,91526
136262,91525
136267,91524
136272,91523
136277,91522
136283,18522
136288,18522
136293,18522
136298,18522
136304,18522
136309,18522
136314,56120
136319,56120
136323,6889
136328,6889
136333,6889
136338,6889
136344,6889
136349,6889
136354,6889
136359,6889
136364,6889
136368,57070
136373,57070
136378,57070
136383,57070
136388,57070
136394,689
136399,689
136404,689
136409,689
136414,689
136419,689
136424,34548
136429,34548
136434,34548
136439,34548
136444,34548
136449,34548
136455,34548
136460,34548
136465,34548
136470,34548
136475,34548
136480,34548
136485,34548
136490,34548
136495,34548
136500,34548
136505,34548
136510,34548
136515,18522
136520,18522
136525,18522
136531,689
136537,94650
136543,689
136549,689
136554,689
136559,689
136567,88945
136573,88945
136578,88945
136583,88945
136590,88945
136595,88945
136600,88945
136605,91446
136611,91446
136616,91446
136621,91446
136626,91446
136631,91436
136636,91435
136641,91435
136646,91435
136651,34548
136656,34548
136661,34548
136666,18522
136671,56120
136678,34548
136683,34548
136688,34620
136692,128608
136698,56120
136703,56120
136708,56120
136713,56120
136719,56120
136724,57070
136729,57070
136734,57070
136740,57070
136745,57070
136750,57070
136755,57070
136765,18522
136770,18522
136774,56120
136779,56120
136784,56120
136789,34548
136794,34548
136798,72760
136803,72760
136811,72760
136816,72760
136821,72760
136826,72760
136832,18522
136837,18522
136842,18522
136847,18522
136852,18522
136857,18522
136862,18522
136867,56120
136872,56120
136877,56120
136882,56120
136887,56120
136892,56120
136898,56120
136905,56120
136911,56120
136917,56120
136923,689
136928,689
136933,689
136938,689
136942,34548
136947,34548
136952,34548
136957,34548
136962,6889
136967,71043
136972,71043
136977,71043
136982,56120
136988,71055
136993,71056
136998,71056
137003,71057
137008,72760
137013,128608
137018,128608
137023,128608
137028,128608
137033,128608
137038,128608
137043,71067
137048,71071
137053,71071
137059,71071
137064,71071
137070,689
137075,689
137080,689
137086,689
137091,689
137096,689
137101,689
137106,689
137111,34548
137116,34548
137121,34548
137126,34548
137131,34548
137136,34548
137141,34548
137146,84714
137150,34548
137158,689
137163,689
137168,689
137174,137155
137181,88945
137186,88945
137191,88945
137196,88945
137203,128608
137208,128608
137213,128608
137219,18522
137224,18522
137229,18522
137234,18522
137239,44883
137246,689
137251,689
137256,689
137261,689
137266,72760
137271,72760
137276,72760
137281,72760
137286,72760
137291,72760
137296,72760
137302,689
137308,689
137313,18522
137320,34548
137325,34548
137330,72760
137335,72760
137340,72760
137345,72760
137350,72760
137355,72760
137360,72760
137365,72760
137370,72760
137375,72760
137380,72760
137385,72760
137392,72760
137397,72760
137402,72760
137408,72760
137413,88945
137418,88945
137423,88945
137429,56120
137434,56120
137439,56120
137443,72760
137449,72760
137454,72760
137459,18522
137464,18522
137469,689
137473,50034
137478,689
137484,689
137489,689
137494,689
137501,91362
137506,91362
137511,91360
137518,91358
137525,91356
137530,91353
137535,22344155
137540,6889
137545,6889
137550,6889
137555,6889
137560,6889
137566,72760
137571,72760
137576,72760
137581,72760
137586,72760
137591,72760
137596,72760
137601,72760
137607,689
137612,689
137617,689
137622,689
137627,689
137632,689
137637,689
137642,689
137647,689
137652,689
137657,34548
137662,34548
137667,34548
137672,34548
137678,34548
137683,34548
137688,34548
137693,34548
137699,34548
137707,50603
137711,72760
137716,72760
137723,6889
137728,6889
137733,6889
137738,6889
137743,6889
137749,6889
137754,6889
137759,6889
137764,6889
137769,6889
137775,88945
137780,88945
137785,708254
137794,88945
137799,88945
137804,88945
137809,88945
137814,88945
137818,72760
137824,72760
137829,72760
137834,18522
137840,42976779
137846,72760
137851,72760
137856,72760
137861,48943
137866,48943
137869,29697498
137875,6889
137880,6889
137885,6889
137891,6889
137895,13451
137899,56120
137904,56120
137909,56120
137914,56120
137923,57070
137929,56120
137934,56120
137939,56120
137945,56120
137950,56120
137955,56120
137960,56120
137965,91205
137970,91204
137975,91203
137980,91203
137985,34755
137991,56120
137996,38591
138001,689
138007,689
138012,72760
138017,72760
138022,72760
138027,72760
138032,72760
138038,72760
138044,72760
138051,34548
138056,34548
138061,34548
138066,34548
138071,34548
138076,34548
138081,34548
138086,34548
138091,72760
138096,72760
138101,72760
138106,72760
138112,72760
138117,72760
138123,72760
138128,72760
138133,72760
138139,72760
138144,72760
138149,72760
138154,72760
138159,72760
138165,72760
138170,72760
138175,72760
138180,72760
138185,72760
138190,72760
138195,72760
138200,72760
138206,72760
138211,72760
138215,138352
138219,34548
138224,34548
138229,34548
138234,34548
138239,34548
138244,34548
138249,34548
138254,34548
138259,34548
138263,689
138267,57070
138272,57070
138278,57070
138283,57070
138288,57070
138293,91060
138298,91060
138304,91059
138309,91059
138314,91059
138319,91059
138324,91058
138329,72760
138334,72760
138339,72760
138344,72760
138349,72760
138354,88945
138359,88945
138364,72760
138369,72760
138374,72760
138380,72760
138385,72760
138390,72760
138395,72760
138400,72760
138407,6889
138412,6889
138418,6889
138424,6889
138429,6889
138437,6889
138442,6889
138447,6889
138452,6889
138458,6889
138463,6889
138468,6889
138473,6889
138478,6889
138483,34573
138486,18522
138491,18522
138496,18522
138501,18522
138506,18522
138511,18522
138516,18522
138521,18522
138526,18522
138531,18522
138536,18522
138541,56120
138546,56120
138551,56120
138556,56120
138561,56120
138566,56120
138571,56120
138576,56120
138581,56120
138585,22721
138592,689
138597,689
138603,689
138608,689
138613,689
138618,689
138623,689
138628,689
138633,689
138638,689
138643,689
138648,57248
138655,57248
138660,57248
138665,90994
138670,90994
138675,90994
138681,34548
138686,34548
138691,34548
138697,34548
138703,34548
138708,34548
138713,34548
138718,34548
138723,34548
138728,34548
138734,34548
138739,34548
138744,34548
138749,34548
138754,34548
138759,34548
138764,34548
138769,34548
138774,34548
138779,34548
138784,34548
138789,863
138794,56120
138799,56120
138804,56120
138809,56120
138814,56120
138819,56120
138824,56120
138829,56120
138834,128608
138839,128608
138844,128608
138848,22989
138852,72760
138857,128608
138864,128608
138869,128608
138875,128608
138880,128608
138885,128608
138891,18522
138896,18522
138901,18522
138906,18522
138911,18522
138916,6889
138921,6889
138926,6889
138931,6889
138936,6889
138941,6889
138946,6889
138951,6889
138956,6889
138961,6889
138967,6889
138972,6889
138977,6889
138982,6889
138987,90979
138993,90979
138998,90979
139003,90979
139010,90979
139015,90978
139020,72760
139025,72760
139030,72760
139035,72760
139041,72760
139048,72760
139053,72760
139058,72760
139063,72760
139068,72760
139073,72760
139078,72760
139083,72760
139088,72760
139093,72760
139098,187603
139103,72760
139108,72760
139113,72760
139117,88945
139122,88945
139127,88945
139132,88945
139137,88945
139142,88945
139147,88945
139153,88945
139160,88945
139165,88945
139170,88945
139175,88945
139179,6889
139184,6889
139189,6889
139194,6889
139199,6889
139205,6889
139210,6889
139215,6889
139220,689
139225,689
139230,18522
139235,18522
139240,18522
139246,34548
139251,34548
139256,34548
139261,34548
139266,34548
139271,34548
139276,34548
139281,34548
139286,34548
139291,34548
139296,34548
139301,34548
139306,34548
139311,34548
139316,34548
139321,34548
139326,34548
139332,34548
139337,34548
139342,34548
139347,34548
139352,34548
139357,34548
139362,34548
139367,34548
139372,34548
139377,34548
139384,34548
139390,34548
139395,34548
139400,34548
139405,34548
139410,1997
139415,18522
139420,18522
139425,18522
139430,18522
139435,18522
139442,18522
139447,18522
139452,18522
139457,18522
139462,18522
139467,18522
139472,18522
139477,18522
139482,18522
139487,18522
139492,18522
139497,18522
139502,18522
139507,18522
139512,18522
139517,18522
139522,18522
139527,90945
139532,90945
139537,90945
139542,90945
139547,90944
139552,90944
139557,90944
139562,90944
139567,128608
139572,128608
139577,128608
139582,128608
139589,128608
139594,128608
139599,128608
139604,128608
139609,128608
139614,18522
139619,18522
139624,18522
139629,18522
139634,18522
139639,18522
139644,18522
139649,18522
139654,18522
139659,18522
139664,18522
139669,18522
139674,18522
139679,18522
139684,18522
139689,128608
139694,128608
139699,128608
139704,128608
139709,128608
139714,128608
139719,128608
139724,128608
139729,128608
139734,128608
139740,128608
139745,128608
139750,128608
139755,128608
139760,128608
139765,128608
139770,128608
139775,128608
139780,128608
139785,128608
139792,18522
139797,18522
139802,18522
139807,18522
139812,18522
139817,18522
139822,18522
139827,18522
139832,18522
139837,18522
139844,72760
139849,72760
139854,72760
139859,72760
139864,72760
139870,72760
139875,72760
139880,72760
139885,72760
139890,72760
139895,72760
139900,72760
139905,72760
139910,72760
139915,72760
139921,689
139926,689
139931,689
139936,689
139941,689
139946,689
139951,56120
139956,56120
139961,56120
139966,56120
139971,56120
139976,56120
139981,56120
139986,56120
139991,56120
139997,18522
140003,18522
140008,18522
140013,18522
140018,18522
140023,18522
140028,18522
140033,18522
140038,18522
140043,18522
140048,56120
140053,56120
140059,56120
140066,56120
140072,56120
140077,56120
140082,56120
140087,6889
140094,6889
140099,6889
140104,6889
140109,6889
140114,56120
140119,56120
140125,56120
140130,56120
140135,56120
140140,56120
140145,56120
140150,56120
140156,157990
140161,6889
140166,6889
140172,6889
140177,6889
140182,6889
140188,6889
140193,6889
140198,6889
140203,6889
140208,6889
140213,56120
140217,72760
140222,72760
140227,72760
140232,72760
140237,72760
140242,72760
140247,72760
140256,22760983
140264,25008
140275,22936
140287,59051
140305,140896
140309,68761
140332,1010
140332,15990
140332,21526
140342,2735
140353,39497
140357,34655
140367,4689264
140376,5646
140403,34654
140417,14532
140432,17384301
140447,32416
140453,31797
140461,624
140461,21362
140469,140466
140475,44473
140488,13956
140498,28273
140515,38646
140532,58826
140546,34895
140560,19669
140597,11867
140611,49971
140620,58908
140620,18994087
140622,147073
140624,17867
140630,34545
140637,79120
140659,50250
140665,34749
140665,10992
140674,33183
140683,3080
140698,27033120
140702,20189
140710,9550
140726,25507
140752,22554
140763,57349
140777,140274
140784,65787
140794,1416
140807,9550
140824,34867
140827,41536
140841,23543
140853,168429
140860,34760
140884,58018
140899,11921
140917,38693
140917,34769
140917,22436
140929,15613
140953,10229
140958,689
140974,35840
140990,139176
140997,1797
141008,15920
141030,34656
141046,18618239
141061,26754573
141077,26731000
141090,117301
141103,18618239
141115,118167
141123,18618239
141136,117241
141143,118154
141156,118857
141170,117607
141180,118843
141192,18859
141204,28730760
141215,18618239
141229,19590
141240,119514
141252,121985
141264,140992
141270,49171
141281,19590
141296,19590
141309,120652
141323,21648
141335,18618239
141350,18618239
141366,18618239
141379,18618239
141390,113663
141399,18618239
141411,23332
141422,134100
141433,23332
141442,23332
141453,134200
141462,18618239
141472,132121
141480,75985
141488,23332
141495,80395
141501,131923
141510,133999
141521,23332
141532,18618239
141541,144592
141552,23332
141558,34584
141566,133701
141578,23332
141588,23332
141597,133281
141607,34713
141615,133726
141625,131566
141630,131495
141643,134545
141654,32432
141670,139995
141684,139305
141694,32798
141705,18618239
141717,33127
141731,139574
141745,18618239
141755,18618239
141775,18618239
141788,139729
141804,138701
141813,103631
141828,58646
141833,34691
141840,16972981
141849,22989
141876,105360
141891,87582
141920,69938
141935,141265
141957,176847
141958,42200
141959,41528
141972,39500
141999,3335
142008,30531
142019,148248
142024,102024
142044,127301
142056,34658
142056,206365
142078,142070
142100,22303
142118,34662
142123,31737
142131,80077
142151,32506670
142169,142168
142189,70637
142201,55313
142229,34847
142241,142244
142246,34776
142262,20818
142275,42440
142290,36465
142292,19648
142300,7587
142333,34614
142333,9282173
142334,1095706
142346,34867
142347,21854
142368,12546
142380,34138
142391,103169
142422,34723
142429,77427
142432,27838
142446,45598
142461,23245556
142465,163892
142476,61827
142488,18831
142514,142525
142529,22518
142535,1980
142547,16882
142560,128987
142577,4335
142577,26870
142586,19541428
142587,154448
142595,26964606
142598,132799
142615,9897
142616,32370
142649,34639
142662,34636
142695,15548640
142715,689
142724,151921
142745,34614
142750,34553
142759,57982
142766,34545
142785,34963
142785,59766
142789,29631
142796,34601
142818,56482
142834,9279
142841,34863
142849,38714
142869,142494
142895,14560
142912,34641
142926,68502
142930,172692
142959,36394
142983,34545
142993,13467
143001,157513
143023,27683
143040,34672
143048,26994
143062,148248
143076,15803
143085,15816
143096,87781
143098,3966054
143107,34705
143110,34639
143120,10272
143140,14617
143150,26811621
143163,21649
143172,6558
143178,13736167
143182,6606
143193,33127
143199,23041
143217,35522
143226,35496
143232,34650
143245,42850
143253,22763
143262,148361
143282,1004
143289,24244
143304,19331
143317,76972
143326,20427
143332,35075
143335,25453985
143353,22054
143364,93520
143390,34583
143411,17730
143432,10885
143435,153557
143446,55904
143448,26667
143465,6822
143477,142626
143486,174825
143494,144592
143514,88913
143536,35502
143549,24931
143562,113485
143567,26994
143580,34771
143587,10918072
143597,38684
143600,156954
143610,77002
143634,99945
143654,58480
143673,34671
143682,35799
143687,34865
143688,1315
143695,34553
143704,17867
143712,162272
143746,35015
143746,34846
143749,51611
143761,143815
143776,35502
143798,142238
143806,143816
143816,33175
143829,22713
143834,74388
143848,65425
143848,177228
143868,18842395
143888,16493
143916,14724
143958,16494
143985,31769
143995,34585
144000,23307013
144018,142494
144035,34555
144043,15612
144052,12396
144057,63150
144070,49901
144078,31797
144102,103361
144123,17914
144137,144137
144144,144148
144146,174513
144159,144158
144170,20986
144186,33555
144199,23883155
144218,34647
144233,88185
144248,15844
144265,76972
144282,3335
144293,72760
144314,144323
144328,76972
144358,14532
144380,34630
144380,15803
144385,7023
144389,153888
144398,135256
144413,27600
144420,19577
144428,23703
144434,36300
144439,15796
144459,34558
144465,13530298
144475,31259
144489,159244
144496,4675
144507,202354
144537,128608
144553,44330
144567,75899
144575,99981
144592,21445
144604,144612
144614,11021
144626,25504
144657,34691
144668,35552
144677,70222
144682,36391
144695,141562
144709,19242322
144740,144749
144751,151907
144751,151630
144751,150316
144752,25458
144767,34707
144772,12754
144791,67923
144806,34551
144814,19447
144832,3434750
144848,38473
144863,58819
144873,10597
144890,170418
144916,5407
144927,42642
144940,18994087
144944,34711
144944,10936
144944,26667
144950,35014
144952,26015930
144965,53682
144999,145006
145009,14186
145014,19435589
145024,19156399
145040,6956
145046,10965
145061,28146
145072,350939
145089,18951905
145114,8687
145126,314923
145132,32818
145148,26667
145151,27784
145159,74819
145171,11887
145197,19916559
145232,26667
145242,24447
145252,1624
145252,8774
145252,162276
145252,16045
145252,67022
145252,50372
145252,271582
145255,9209651
145263,26838
145280,35502
145295,35383
145298,23056
145308,34545
145312,34954
145316,91212
145321,145326
145326,38769
145330,32927
145343,20556915
145366,21504235
145384,144059
145389,99959
145390,186867
145407,145408
145430,24096095
145454,34705
145473,29376
145493,145506
145510,47914
145523,35693
145523,24632
145531,153957
145542,3850
145567,34767
145581,33051527
145595,93746
145606,36637
145613,145618
145623,9239
145628,19279054
145641,24150
145646,1442
145653,92725
145663,2861
145680,23713433
145691,34755
145708,35913
145716,50510
145728,76972
145743,72760
145761,145771
145776,31717
145792,3392
145807,145771
145813,146184
145816,25353172
145827,4041
145830,48134
145839,49551
145842,52502
145855,59617
145865,24567
145884,34931
145884,22442
145903,145884
145915,21209639
145930,34649
145930,158811
145947,20709
145961,34605
145968,3397
145975,1436
145975,100830
145995,34655
146012,13066
146021,78940
146043,35605
146048,7199
146067,18948337
146075,24931
146087,21703
146095,42607
146106,74593
146112,12207
146126,52179
146144,44719
146162,101249
146169,6886
146172,101740
146184,34341
146195,34851
146199,18591996
146219,35243
146223,38603
146223,34630
146223,6623
146223,30344
146232,3434750
146248,52508
146256,145705
146275,34667
146296,23627
146319,146764
146337,39206
146363,22641
146376,15928
146396,37510
146424,166924
146424,32977
146477,51356
146481,174521
146490,16114
146502,76972
146514,72760
146528,47914
146541,34622
146550,100180
146566,5785
146580,25740
146598,22341
146605,44700
146608,9576
146616,19611
146632,38823
146644,56478
146667,17546
146688,146608
146699,11061
146712,15798
146722,75358
146742,17752
146752,166673
146768,4721
146769,167850
146786,150294
146800,20210
146811,20611083
146814,16114
146831,76972
146842,23571693
146875,34937
146882,34549
146882,169833
146897,113180
146919,40157
146928,146924
146948,11252
146955,29812
146972,149697
146983,19716
146996,11867
147011,66527
147046,5987
147060,39764
147076,115620
147100,19527
147107,34350
147134,34600
147149,9039
147155,34903
147158,52161
147183,34665
147205,4856
147235,31781
147247,34629
147249,43814
147264,34750
147278,34573
147298,7921
147309,148723
147320,90593
147322,8638634
147334,10672
147343,25970
147353,98648
147362,34980
147368,34664
147377,22332
147387,1214
147390,24676
147402,19291
147411,34553
147418,181861
147429,27862
147448,55078
147461,34922
147461,34670
147461,45311
147461,202354
147476,151735
147496,27358
147536,904
147537,49644
147547,34558
147563,147572
147575,168130
147576,21504235
147591,167396
147599,34647
147605,4637590
147611,34545
147619,8380114
147623,58447
147623,157619
147623,156857
147623,181494
147624,138089
147624,140369
147624,31130
147628,52121
147639,45121
147645,34557
147654,55498
147672,32927
147683,16493
147692,2564
147711,186513
147721,19651298
147731,20818
147748,10979
147760,140361
147772,147802
147787,23501
147804,158193
147812,45714
147825,3774806
147836,150292
147842,23707
147853,18842359
147863,5042916
147872,35799
147882,17416221
147895,19773
147913,57158
147921,188885
147939,147940
147944,28027
147958,147969
147968,44905
147972,34573
147983,21785
147995,5211
148001,50306
148021,34939
148025,15786
148033,14187
148049,52131
148061,24096095
148097,148133
148118,3434750
148155,16339
148170,11006
148182,39879893
148193,39879893
148197,26769
148207,35014
148218,26964606
148221,35068
148221,34668
148221,34631
148221,34636
148221,155862
148232,15532
148240,1793
148247,34634
148261,16339
148270,35021
148280,35074
148284,34947
148286,81890
148300,771
148301,15847
148313,22693343
148324,62054
148328,645042
148337,44846
148352,11867
148370,147771
148377,147771
148387,142238
148401,55866
148415,37398
148432,40379651
148440,105167
148447,34632
148456,15157915
148461,143390
148493,81997
148536,49369
148540,15573
148553,1333
148563,148565
148573,21383
148587,31717
148597,8677
148599,148602
148615,76972
148642,9239
148661,3434750
148671,35502
148677,51556
148686,9239
148690,13530298
148698,20314
148699,57898
148700,91277
148702,1862
148702,19348
148703,34670
148705,16608
148720,34598
148725,34658
148742,52493
148781,148780
148785,43413
148788,187067
148796,35095
148805,35075
148820,76370
148839,7199
148868,34673
148900,89876
148905,18948337
148948,34671
148956,21001
148991,29252
149020,82978
149052,165520
149066,126641
149075,59212
149088,34658
149108,4887
149109,164417
149117,18902
149127,69880
149131,46950
149139,149745
149139,152117
149146,34671
149148,25433
149168,15798
149175,66203
149200,25532
149216,34671
149223,102961
149237,31056
149243,21504235
149245,51503
149270,92205
149283,149282
149300,37787
149327,30538
149347,50759
149366,689
149376,99902
149409,38603
149415,12207
149433,53849
149439,21447
149448,27651
149457,77169
149463,8494
149472,34672
149481,27566
149507,34636
149527,56120
149545,34768
149549,47737
149561,34640
149568,156533
149577,3414021
149587,26769
149620,3607937
149630,29376
149651,11846
149655,166410
149664,121994
149678,34598
149681,34553
149690,168335
149693,182055
149707,26810748
149709,136126
149717,2362
149725,65688
149738,23861381
149752,51503
149765,10778
149784,34624
149788,114654
149801,23245410
149806,34865
149812,34748
149822,149787
149831,26078
149838,6944155
149857,18539495
149875,34610
149884,18950900
149895,34980
149908,60098
149924,181259
149932,34712
149937,49699
149957,38592
149971,5042481
149985,8262427
149997,147771
150014,34911
150022,18842395
150037,34753
150045,29810
150060,34557
150065,146248
150091,34726
150091,30057
150113,60920
150139,184814
150144,73468
150144,84676
150144,28901
150148,60070
150157,150159
150183,19058
150195,35627
150209,34640
150213,5530
150222,150219
150234,14734
150237,6816
150246,3434750
150259,34555
150271,34772
150279,32819
150296,154809
150316,150344
150340,101563
150349,86967
150379,53295
150391,142531
150402,57070
150407,57070
150412,57070
150417,57070
150426,18522
150431,18522
150436,18522
150441,56120
150446,72760
150452,689
150458,21241
150463,43494
150466,176166
150466,175752
150471,689
150474,18130
150479,18130
150485,56120
150490,72760
150496,6889
150501,88945
150506,88945
150512,95487
150518,72760
150521,38714
150526,88945
150531,99351
150537,72760
150543,72760
150548,72760
150553,72760
150559,72760
150564,72760
150569,72760
150575,72760
150580,72760
150586,88945
